start_id,start_vertex_type,end_id,end_vertex_type,bytes,packets,attackdate,daytime
559071,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5441087962962963
569777,vt_ip,50302,vt_ip,    2718,25,2017-03-17,0.5441898148148148
569769,vt_ip,50302,vt_ip,    3486,34,2017-03-17,0.5441087962962963
569025,vt_ip,50302,vt_ip,    2974,28,2017-03-17,0.5428240740740741
569803,vt_ip,50302,vt_ip,    3743,37,2017-03-17,0.5445138888888889
569769,vt_ip,50302,vt_ip,    3486,34,2017-03-17,0.5441087962962963
569025,vt_ip,50302,vt_ip,    2974,28,2017-03-17,0.5428240740740741
569777,vt_ip,50302,vt_ip,    2718,25,2017-03-17,0.5441898148148148
569803,vt_ip,50302,vt_ip,    3743,37,2017-03-17,0.5445138888888889
558327,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5428240740740741
558327,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5428240740740741
559105,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5445138888888889
559079,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5441898148148148
559071,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5441087962962963
559079,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5441898148148148
559105,vt_ip,48511,vt_ip,    1704,13,2017-03-17,0.5445138888888889
582412,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40554398148148146
582792,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.408125
582792,vt_ip,54368,vt_ip,    1802,12,2017-03-20,0.40806712962962965
582794,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40806712962962965
583024,vt_ip,54368,vt_ip,    2856,27,2017-03-20,0.4085185185185185
583024,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.40857638888888886
583210,vt_ip,54368,vt_ip,     697,5,2017-03-20,0.4088541666666667
583250,vt_ip,54368,vt_ip,    3551,38,2017-03-20,0.40921296296296295
582420,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.40585648148148146
582420,vt_ip,54368,vt_ip,     856,7,2017-03-20,0.4057986111111111
582414,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.4056134259259259
582412,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.4056134259259259
582408,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4056018518518518
582410,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4056018518518518
582794,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.408125
582410,vt_ip,54368,vt_ip,     594,4,2017-03-20,0.40554398148148146
582414,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40554398148148146
582408,vt_ip,54368,vt_ip,    2775,16,2017-03-20,0.40554398148148146
582368,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.40546296296296297
585942,vt_ip,54368,vt_ip,    1420,10,2017-03-20,0.41032407407407406
582366,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.40546296296296297
582366,vt_ip,54368,vt_ip,    1570,9,2017-03-20,0.4054050925925926
582368,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.4054050925925926
582272,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582278,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582274,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582276,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.4053935185185185
582268,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582272,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582278,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582270,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582268,vt_ip,54368,vt_ip,    2731,15,2017-03-20,0.40533564814814815
582270,vt_ip,54368,vt_ip,     568,4,2017-03-20,0.40533564814814815
582274,vt_ip,54368,vt_ip,     568,4,2017-03-20,0.40533564814814815
582278,vt_ip,54368,vt_ip,     567,4,2017-03-20,0.40533564814814815
582276,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40533564814814815
582272,vt_ip,54368,vt_ip,     574,4,2017-03-20,0.40533564814814815
582276,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40533564814814815
582272,vt_ip,54368,vt_ip,     574,4,2017-03-20,0.40533564814814815
582278,vt_ip,54368,vt_ip,     567,4,2017-03-20,0.40533564814814815
582274,vt_ip,54368,vt_ip,     568,4,2017-03-20,0.40533564814814815
582270,vt_ip,54368,vt_ip,     568,4,2017-03-20,0.40533564814814815
582268,vt_ip,54368,vt_ip,    2731,15,2017-03-20,0.40533564814814815
582270,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582278,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582272,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582268,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582276,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.4053935185185185
582274,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582278,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582272,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4053935185185185
582368,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.4054050925925926
582366,vt_ip,54368,vt_ip,    1570,9,2017-03-20,0.4054050925925926
582366,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.40546296296296297
582792,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.408125
585942,vt_ip,54368,vt_ip,    1420,10,2017-03-20,0.41032407407407406
582368,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.40546296296296297
582408,vt_ip,54368,vt_ip,    2775,16,2017-03-20,0.40554398148148146
582414,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40554398148148146
582794,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.408125
582410,vt_ip,54368,vt_ip,     594,4,2017-03-20,0.40554398148148146
582412,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40554398148148146
582410,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4056018518518518
582408,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.4056018518518518
582412,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.4056134259259259
582414,vt_ip,54368,vt_ip,     132,2,2017-03-20,0.4056134259259259
582420,vt_ip,54368,vt_ip,     856,7,2017-03-20,0.4057986111111111
582420,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.40585648148148146
583250,vt_ip,54368,vt_ip,    3551,38,2017-03-20,0.40921296296296295
583210,vt_ip,54368,vt_ip,     697,5,2017-03-20,0.4088541666666667
583024,vt_ip,54368,vt_ip,      66,1,2017-03-20,0.40857638888888886
583024,vt_ip,54368,vt_ip,    2856,27,2017-03-20,0.4085185185185185
582792,vt_ip,54368,vt_ip,    1802,12,2017-03-20,0.40806712962962965
582794,vt_ip,54368,vt_ip,     140,2,2017-03-20,0.40806712962962965
50302,vt_ip,569025,vt_ip,   22796,28,2017-03-17,0.5428240740740741
48511,vt_ip,559071,vt_ip,    3089,11,2017-03-17,0.5441087962962963
48511,vt_ip,559071,vt_ip,    3089,11,2017-03-17,0.5441087962962963
48511,vt_ip,559079,vt_ip,    3089,11,2017-03-17,0.5441898148148148
48511,vt_ip,559079,vt_ip,    3089,11,2017-03-17,0.5441898148148148
48511,vt_ip,559105,vt_ip,    3089,11,2017-03-17,0.5445138888888889
48511,vt_ip,559105,vt_ip,    3089,11,2017-03-17,0.5445138888888889
54368,vt_ip,582408,vt_ip,   11905,11,2017-03-20,0.40554398148148146
54368,vt_ip,582408,vt_ip,     132,2,2017-03-20,0.4056018518518518
54368,vt_ip,582408,vt_ip,   11905,11,2017-03-20,0.40554398148148146
54368,vt_ip,582408,vt_ip,     132,2,2017-03-20,0.4056018518518518
54368,vt_ip,582410,vt_ip,     132,2,2017-03-20,0.4056018518518518
54368,vt_ip,582410,vt_ip,     549,3,2017-03-20,0.40554398148148146
54368,vt_ip,582410,vt_ip,     549,3,2017-03-20,0.40554398148148146
54368,vt_ip,582410,vt_ip,     132,2,2017-03-20,0.4056018518518518
54368,vt_ip,582412,vt_ip,      74,1,2017-03-20,0.40554398148148146
54368,vt_ip,582412,vt_ip,      66,1,2017-03-20,0.4056134259259259
54368,vt_ip,582412,vt_ip,      66,1,2017-03-20,0.4056134259259259
54368,vt_ip,582412,vt_ip,      74,1,2017-03-20,0.40554398148148146
54368,vt_ip,582414,vt_ip,      74,1,2017-03-20,0.40554398148148146
54368,vt_ip,582414,vt_ip,      74,1,2017-03-20,0.40554398148148146
54368,vt_ip,582414,vt_ip,      66,1,2017-03-20,0.4056134259259259
54368,vt_ip,582414,vt_ip,      66,1,2017-03-20,0.4056134259259259
54368,vt_ip,582420,vt_ip,     132,2,2017-03-20,0.40585648148148146
54368,vt_ip,582420,vt_ip,    5658,5,2017-03-20,0.4057986111111111
54368,vt_ip,582420,vt_ip,    5658,5,2017-03-20,0.4057986111111111
54368,vt_ip,582420,vt_ip,     132,2,2017-03-20,0.40585648148148146
54368,vt_ip,583210,vt_ip,    2063,4,2017-03-20,0.4088541666666667
54368,vt_ip,583210,vt_ip,    2063,4,2017-03-20,0.4088541666666667
54368,vt_ip,583250,vt_ip,   44265,14,2017-03-20,0.40921296296296295
54368,vt_ip,583250,vt_ip,   44265,14,2017-03-20,0.40921296296296295
194249,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6168518518518519
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5356712962962963
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5356712962962963
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3858333333333333
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3859375
210550,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5294791666666666
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38600694444444444
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6141203703703704
61662,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6348495370370371
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6144328703703704
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3859375
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5256712962962963
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5401157407407408
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6146296296296296
194249,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6148148148148148
24947,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5390277777777778
52542,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5328703703703703
194249,vt_ip,535082,vt_ip,     126,3,2017-03-21,0.5196759259259259
189845,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3878125
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6171296296296296
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.536712962962963
194249,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5287268518518519
104058,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6296643518518519
61662,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
59530,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
210550,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6227546296296296
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6146296296296296
156771,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6296759259259259
54820,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.4044212962962963
50358,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5365393518518519
50358,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5355555555555556
104058,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
123206,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38623842592592594
192115,vt_ip,535082,vt_ip,      42,1,2017-03-17,0.5430555555555555
54820,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.4044212962962963
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6241319444444444
57259,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
156771,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5389583333333333
57259,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6371990740740741
156771,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40328703703703705
61662,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40327546296296296
29659,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5328587962962963
52542,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5328703703703703
52542,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5332060185185186
54820,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6342939814814815
54820,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5499074074074074
123206,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6320370370370371
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6178356481481482
59530,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40077546296296296
123206,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40199074074074076
31796,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.533449074074074
194249,vt_ip,535082,vt_ip,     126,3,2017-03-21,0.5196759259259259
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.385625
27389,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5344675925925926
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3861111111111111
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5317824074074075
57259,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6387037037037037
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5270023148148149
194249,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6168518518518519
27389,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5344675925925926
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5196759259259259
189845,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5196759259259259
192115,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5196759259259259
59530,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40077546296296296
189845,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.386712962962963
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3858333333333333
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38849537037037035
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6171296296296296
50358,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5355555555555556
104058,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40778935185185183
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38836805555555554
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5389583333333333
210550,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5196759259259259
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38849537037037035
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38818287037037036
50358,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5365393518518519
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38814814814814813
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6178356481481482
189845,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3878125
156771,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40328703703703705
123206,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.633449074074074
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3861111111111111
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5256712962962963
61662,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40327546296296296
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5401157407407408
61662,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6358101851851852
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.536712962962963
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6227662037037037
189845,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3870138888888889
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6189583333333334
50358,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5382060185185186
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.54125
189845,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.386712962962963
194249,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6148148148148148
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38836805555555554
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6198611111111111
31796,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.533449074074074
187403,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5418055555555555
24947,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5390277777777778
187403,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38635416666666667
61662,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6358101851851852
57259,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6362268518518519
54820,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40552083333333333
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6141203703703704
57259,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6371990740740741
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5343634259259259
104058,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6296643518518519
194249,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5287268518518519
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38814814814814813
156771,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6296759259259259
104058,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40778935185185183
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6291782407407407
24947,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5416782407407408
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5317824074074075
123206,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6309027777777778
57259,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.41108796296296296
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5196759259259259
29659,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5328587962962963
189845,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5196759259259259
54820,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6342939814814815
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6289583333333333
194249,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38818287037037036
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5339699074074075
192115,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5196759259259259
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6198611111111111
210550,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5196759259259259
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6287731481481481
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38600694444444444
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6287731481481481
210550,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6216203703703703
52542,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5332060185185186
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5339699074074075
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5348148148148149
210550,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6227546296296296
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6227662037037037
123206,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40199074074074076
24947,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5416782407407408
210550,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6216203703703703
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6287731481481481
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6287731481481481
210550,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5294791666666666
24947,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5400925925925926
57259,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6387037037037037
187403,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5418055555555555
156771,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5499189814814814
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6289583333333333
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5270023148148149
192115,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6144328703703704
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.5343634259259259
192115,vt_ip,535082,vt_ip,      42,1,2017-03-17,0.5430555555555555
59530,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6291782407407407
189845,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6189583333333334
57259,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.41108796296296296
57259,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6362268518518519
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5348148148148149
123206,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.633449074074074
123206,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6320370370370371
50358,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5382060185185186
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.54125
123206,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6309027777777778
210550,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38623842592592594
189845,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3870138888888889
54820,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.40552083333333333
24947,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.5400925925925926
61662,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
187403,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.38635416666666667
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.385625
59530,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
104058,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
123206,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3857291666666667
187403,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.6241319444444444
57259,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
192115,vt_ip,535082,vt_ip,      42,1,2017-03-20,0.3857291666666667
156771,vt_ip,535082,vt_ip,      84,2,2017-03-21,0.5499074074074074
61662,vt_ip,535082,vt_ip,      42,1,2017-03-16,0.6348495370370371
54820,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5499074074074074
156771,vt_ip,535082,vt_ip,      42,1,2017-03-21,0.5499189814814814
48511,vt_ip,558327,vt_ip,    3089,11,2017-03-17,0.5428240740740741
48511,vt_ip,558327,vt_ip,    3089,11,2017-03-17,0.5428240740740741
50302,vt_ip,569025,vt_ip,   22796,28,2017-03-17,0.5428240740740741
50302,vt_ip,569769,vt_ip,   32124,36,2017-03-17,0.5441087962962963
50302,vt_ip,569769,vt_ip,   32124,36,2017-03-17,0.5441087962962963
50302,vt_ip,569777,vt_ip,   18099,24,2017-03-17,0.5441898148148148
50302,vt_ip,569777,vt_ip,   18099,24,2017-03-17,0.5441898148148148
50302,vt_ip,569803,vt_ip,   36800,40,2017-03-17,0.5445138888888889
50302,vt_ip,569803,vt_ip,   36800,40,2017-03-17,0.5445138888888889
54368,vt_ip,582268,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582268,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582268,vt_ip,   10677,11,2017-03-20,0.40533564814814815
54368,vt_ip,582268,vt_ip,   10677,11,2017-03-20,0.40533564814814815
54368,vt_ip,582270,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582270,vt_ip,     570,3,2017-03-20,0.40533564814814815
54368,vt_ip,582270,vt_ip,     570,3,2017-03-20,0.40533564814814815
54368,vt_ip,582270,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582272,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582272,vt_ip,     570,3,2017-03-20,0.40533564814814815
54368,vt_ip,582272,vt_ip,     570,3,2017-03-20,0.40533564814814815
54368,vt_ip,582272,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582274,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582274,vt_ip,     570,3,2017-03-20,0.40533564814814815
54368,vt_ip,582274,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582274,vt_ip,     570,3,2017-03-20,0.40533564814814815
54368,vt_ip,582276,vt_ip,      66,1,2017-03-20,0.4053935185185185
54368,vt_ip,582276,vt_ip,      74,1,2017-03-20,0.40533564814814815
54368,vt_ip,582276,vt_ip,      74,1,2017-03-20,0.40533564814814815
54368,vt_ip,582276,vt_ip,      66,1,2017-03-20,0.4053935185185185
54368,vt_ip,582278,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582278,vt_ip,     552,3,2017-03-20,0.40533564814814815
54368,vt_ip,582278,vt_ip,     552,3,2017-03-20,0.40533564814814815
54368,vt_ip,582278,vt_ip,     132,2,2017-03-20,0.4053935185185185
54368,vt_ip,582366,vt_ip,    2857,6,2017-03-20,0.4054050925925926
54368,vt_ip,582366,vt_ip,     132,2,2017-03-20,0.40546296296296297
54368,vt_ip,582366,vt_ip,     132,2,2017-03-20,0.40546296296296297
54368,vt_ip,582366,vt_ip,    2857,6,2017-03-20,0.4054050925925926
54368,vt_ip,582368,vt_ip,      66,1,2017-03-20,0.40546296296296297
54368,vt_ip,582368,vt_ip,      74,1,2017-03-20,0.4054050925925926
54368,vt_ip,582368,vt_ip,      66,1,2017-03-20,0.40546296296296297
54368,vt_ip,582368,vt_ip,      74,1,2017-03-20,0.4054050925925926
54368,vt_ip,582792,vt_ip,     132,2,2017-03-20,0.408125
54368,vt_ip,582792,vt_ip,    7346,7,2017-03-20,0.40806712962962965
54368,vt_ip,582792,vt_ip,     132,2,2017-03-20,0.408125
54368,vt_ip,582792,vt_ip,    7346,7,2017-03-20,0.40806712962962965
54368,vt_ip,582794,vt_ip,      66,1,2017-03-20,0.408125
54368,vt_ip,582794,vt_ip,      66,1,2017-03-20,0.408125
54368,vt_ip,582794,vt_ip,      74,1,2017-03-20,0.40806712962962965
54368,vt_ip,582794,vt_ip,      74,1,2017-03-20,0.40806712962962965
54368,vt_ip,583024,vt_ip,   29577,12,2017-03-20,0.4085185185185185
54368,vt_ip,583024,vt_ip,     132,2,2017-03-20,0.40857638888888886
54368,vt_ip,583024,vt_ip,   29577,12,2017-03-20,0.4085185185185185
54368,vt_ip,583024,vt_ip,     132,2,2017-03-20,0.40857638888888886
54368,vt_ip,585942,vt_ip,    7774,6,2017-03-20,0.41032407407407406
54368,vt_ip,585942,vt_ip,    7774,6,2017-03-20,0.41032407407407406
